              470000,  589,    0
              670000,  587,   73
              970000,  587,  147
             1170000,  433,  220
             1470000,  433,  293
             1670000,  592,  328
             1970000,  592,  382
             2170000,  585,  476
             2470000,  585,  550
             2670000,  646,  549
             2970000,  646,  549
             3170000,  495,  564
             3470000,  495,  590
             3670000,  564,  579
             3970000,  564,  567
             4170000,  524,  572
             4470000,  524,  569
             4670000,  435,  557
             4970000,  435,  542
             5170000,  583,  504
             5470000,  583,  497
             5670000,  450,  526
             5970000,  450,  528
             6170000,  479,  498
             6470000,  479,  488
             6670000,  499,  486
             6970000,  499,  492
             7170000,  542,  502
             7470000,  542,  492
             7670000,  505,  492
             7970000,  505,  504
             8170000,  461,  506
             8470000,  461,  509
             8670000,  632,  501
             8970000,  632,  497
             9170000,  657,  535
             9470000,  657,  546
             9670000,  567,  563
             9970000,  567,  582
            10170000,  584,  579
            10470000,  584,  592
            10670000,  534,  610
            10970000,  534,  604
            11170000,  450,  585
            11470000,  450,  570
            11670000,  476,  533
            11970000,  476,  519
            12170000,  473,  511
            12470000,  473,  497
            12670000,  544,  483
            12970000,  544,  475
            13170000,  544,  485
            13470000,  544,  497
            13670000,  548,  509
            13970000,  548,  517
            14170000,  501,  527
            14470000,  501,  536
            14670000,  449,  534
            14970000,  449,  528
            15170000,  621,  510
            15470000,  621,  498
            15670000,  494,  529
            15970000,  494,  538
            16170000,  528,  516
            16470000,  528,  515
            16670000,  406,  523
            16970000,  406,  532
            17170000,  648,  512
            17470000,  648,  485
            17670000,  649,  519
            17970000,  649,  538
            18170000,  607,  557
            18470000,  607,  572
            18670000,  572,  577
            18970000,  572,  602
            19170000,  528,  619
            19470000,  528,  609
            19670000,  441,  589
            19970000,  441,  573
            20170000,  471,  537
            20470000,  471,  516
            20670000,  574,  503
            20970000,  574,  490
            21170000,  605,  503
            21470000,  605,  509
            21670000,  720,  522
            21970000,  720,  543
            22170000,  597,  592
            22470000,  597,  623
            22670000,  538,  624
            22970000,  538,  626
            23170000,  438,  615
            23470000,  438,  606
            23670000,  508,  573
            23970000,  508,  538
            24170000,  588,  520
            24470000,  588,  509
            24670000,  597,  518
            24970000,  597,  524
            25170000,  492,  532
            25470000,  492,  552
            25670000,  551,  546
            25970000,  551,  544
            26170000,  553,  557
            26470000,  553,  552
            26670000,  585,  548
            26970000,  585,  542
            27170000,  573,  545
            27470000,  573,  556
            27670000,  567,  565
            27970000,  567,  568
            28170000,  591,  569
            28470000,  591,  571
            28670000,  651,  579
            28970000,  651,  579
            29170000,  568,  595
            29470000,  568,  605
            29670000,  534,  594
            29970000,  534,  594
            30170000,  581,  586
            30470000,  581,  578
            30670000,  519,  583
            30970000,  519,  574
            31170000,  614,  550
            31470000,  614,  544
            31670000,  435,  562
            31970000,  435,  572
            32170000,  552,  537
            32470000,  552,  519
            32670000,  614,  530
            32970000,  614,  534
            33170000,  743,  553
            33470000,  743,  553
            33670000,  587,  586
            33970000,  587,  624
            34170000,  622,  624
            34470000,  622,  628
            34670000,  526,  641
            34970000,  526,  642
            35170000,  554,  619
            35470000,  554,  592
            35670000,  601,  572
            35970000,  601,  568
            36170000,  506,  575
            36470000,  506,  573
            36670000,  711,  546
            36970000,  711,  544
            37170000,  452,  593
            37470000,  452,  612
            37670000,  418,  567
            37970000,  418,  548
            38170000,  650,  521
            38470000,  650,  510
            38670000,  670,  557
            38970000,  670,  550
            39170000,  573,  547
            39470000,  573,  574
            39670000,  423,  577
            39970000,  423,  597
            40170000,  418,  579
            40470000,  418,  550
            40670000,  790,  521
            40970000,  790,  489
            41170000,  603,  551
            41470000,  603,  578
            41670000,  624,  558
            41970000,  624,  581
            42170000,  513,  608
            42470000,  513,  634
            42670000,  591,  632
            42970000,  591,  597
            43170000,  551,  582
            43470000,  551,  581
            43670000,  657,  569
            43970000,  657,  560
            44170000,  610,  578
            44470000,  610,  596
            44670000,  560,  602
            44970000,  560,  604
            45170000,  455,  594
            45470000,  455,  595
            45670000,  719,  570
            45970000,  719,  545
            46170000,  581,  586
            46470000,  581,  599
            46670000,  517,  578
            46970000,  517,  581
            47170000,  578,  568
            47470000,  578,  575
            47670000,  623,  598
            47970000,  623,  581
            48170000,  520,  574
            48470000,  520,  580
            48670000,  628,  559
            48970000,  628,  559
            49170000,  674,  587
            49470000,  674,  593
            49670000,  559,  611
            49970000,  559,  617
            50170000,  481,  595
            50470000,  481,  600
            50670000,  600,  585
            50970000,  600,  567
            51170000,  673,  578
            51470000,  673,  569
            51670000,  453,  578
            51970000,  453,  592
            52170000,  645,  551
            52470000,  645,  548
            52670000,  510,  592
            52970000,  510,  598
            53170000,  631,  570
            53470000,  631,  549
            53670000,  448,  559
            53970000,  448,  582
            54170000,  594,  558
            54470000,  594,  533
            54670000,  528,  545
            54970000,  528,  556
            55170000,  455,  550
            55470000,  455,  537
            55670000,  546,  506
            55970000,  546,  507
            56170000,  637,  530
            56470000,  637,  524
            56670000,  604,  541
            56970000,  604,  555
            57170000,  616,  560
            57470000,  616,  579
            57670000,  616,  600
            57970000,  616,  609
            58170000,  609,  618
            58470000,  609,  615
            58670000,  628,  611
            58970000,  628,  611
            59170000,  655,  617
            59470000,  655,  618
            59670000,  557,  627
            59970000,  557,  631
            60170000,  599,  612
            60470000,  599,  605
            60670000,  673,  609
            60970000,  673,  606
            61170000,  585,  621
            61470000,  585,  623
            61670000,  571,  603
            61970000,  571,  607
            62170000,  779,  607
            62470000,  779,  603
            62670000,  522,  652
            62970000,  522,  665
            63170000,  596,  614
            63470000,  596,  606
            63670000,  634,  617
            63970000,  634,  620
            64170000,  557,  632
            64470000,  557,  614
            64670000,  588,  577
            64970000,  588,  581
            65170000,  544,  593
            65470000,  544,  592
            65670000,  667,  580
            65970000,  667,  569
            66170000,  599,  589
            66470000,  599,  602
            66670000,  511,  599
            66970000,  511,  600
            67170000,  721,  580
            67470000,  721,  576
            67670000,  613,  624
            67970000,  613,  631
            68170000,  615,  611
            68470000,  615,  612
            68670000,  661,  615
            68970000,  661,  628
            69170000,  553,  652
            69470000,  553,  645
            69670000,  582,  610
            69970000,  582,  603
            70170000,  711,  602
            70470000,  711,  598
            70670000,  516,  626
            70970000,  516,  633
            71170000,  630,  590
            71470000,  630,  585
            71670000,  624,  609
            71970000,  624,  615
            72170000,  618,  620
            72470000,  618,  609
            72670000,  546,  597
            72970000,  546,  609
            73170000,  433,  604
            73470000,  433,  594
            73670000,  500,  555
            73970000,  500,  531
            74170000,  519,  524
            74470000,  519,  509
            74670000,  695,  499
            74970000,  695,  496
            75170000,  678,  536
            75470000,  678,  569
            75670000,  609,  598
            75970000,  609,  620
            76170000,  678,  625
            76470000,  678,  636
            76670000,  785,  665
            76970000,  785,  662
            77170000,  578,  687
            77470000,  578,  700
            77670000,  596,  662
            77970000,  596,  658
            78170000,  631,  659
            78470000,  631,  649
            78670000,  539,  647
            78970000,  539,  628
            79170000,  662,  586
            79470000,  662,  581
            79670000,  804,  607
            79970000,  804,  615
            80170000,  723,  659
            80470000,  723,  680
            80670000,  735,  682
            80970000,  735,  705
            81170000,  631,  731
            81470000,  631,  740
            81670000,  514,  723
            81970000,  514,  701
            82170000,  623,  650
            82470000,  623,  624
            82670000,  772,  625
            82970000,  772,  611
            83170000,  581,  635
            83470000,  581,  652
            83670000,  478,  622
            83970000,  478,  630
            84170000,  735,  613
            84470000,  735,  595
            84670000,  591,  641
            84970000,  591,  636
            85170000,  587,  596
            85470000,  587,  597
            85670000,  554,  597
            85970000,  554,  611
            86170000,  575,  616
            86470000,  575,  594
            86670000,  596,  576
            86970000,  596,  574
            87170000,  706,  578
            87470000,  706,  579
            87670000,  618,  607
            87970000,  618,  626
            88170000,  599,  623
            88470000,  599,  629
            88670000,  650,  629
            88970000,  650,  630
            89170000,  653,  643
            89470000,  653,  636
            89670000,  714,  630
