              390000,  511,    0
              510000,  511,  127
              890000,  666,  255
             1010000,  666,  422
             1390000,  633,  588
             1510000,  633,  619
             1890000,  673,  649
             2010000,  673,  651
             2390000,  795,  653
             2510000,  795,  693
             2890000,  744,  734
             3010000,  744,  751
             3390000,  695,  769
             3510000,  695,  744
             3890000,  808,  719
             4010000,  808,  735
             4390000,  803,  751
             4510000,  803,  778
             4890000,  673,  805
             5010000,  673,  771
             5390000,  694,  738
             5510000,  694,  710
             5890000,  720,  683
             6010000,  720,  695
             6390000,  600,  707
             6510000,  600,  683
             6890000,  608,  660
             7010000,  608,  632
             7390000,  732,  604
             7510000,  732,  637
             7890000,  683,  670
             8010000,  683,  688
             8390000,  618,  707
             8510000,  618,  679
             8890000,  708,  650
             9010000,  708,  656
             9390000,  698,  663
             9510000,  698,  683
             9890000,  598,  703
            10010000,  598,  675
            10390000,  676,  648
            10510000,  676,  642
            10890000,  750,  637
            11010000,  750,  675
            11390000,  641,  713
            11510000,  641,  704
            11890000,  619,  695
            12010000,  619,  662
            12390000,  697,  630
            12510000,  697,  644
            12890000,  625,  658
            13010000,  625,  659
            13390000,  575,  661
            13510000,  575,  630
            13890000,  708,  600
            14010000,  708,  620
            14390000,  736,  641
            14510000,  736,  681
            14890000,  644,  722
            15010000,  644,  706
            15390000,  702,  690
            15510000,  702,  681
            15890000,  758,  673
            16010000,  758,  701
            16390000,  657,  730
            16510000,  657,  718
            16890000,  672,  707
            17010000,  672,  686
            17390000,  793,  664
            17510000,  793,  698
            17890000,  736,  732
            18010000,  736,  748
            18390000,  663,  764
            18510000,  663,  732
            18890000,  750,  699
            19010000,  750,  703
            19390000,  748,  706
            19510000,  748,  727
            19890000,  667,  749
            20010000,  667,  728
            20390000,  774,  707
            20510000,  774,  714
            20890000,  885,  720
            21010000,  885,  775
            21390000,  815,  829
            21510000,  815,  839
            21890000,  825,  850
            22010000,  825,  835
            22390000,  922,  820
            22510000,  922,  846
            22890000,  850,  873
            23010000,  850,  879
            23390000,  779,  886
            23510000,  779,  850
            23890000,  868,  814
            24010000,  868,  819
            24390000,  833,  823
            24510000,  833,  837
            24890000,  665,  850
            25010000,  665,  799
            25390000,  642,  749
            25510000,  642,  701
            25890000,  620,  653
            26010000,  620,  642
            26390000,  452,  631
            26510000,  452,  583
            26890000,  416,  536
            27010000,  416,  485
            27390000,  505,  434
            27510000,  505,  447
            27890000,  434,  460
            28010000,  434,  465
            28390000,  361,  469
            28510000,  361,  433
            28890000,  458,  397
            29010000,  458,  403
            29390000,  468,  409
            29510000,  468,  436
            29890000,  397,  463
            30010000,  397,  447
            30390000,  508,  432
            30510000,  508,  442
            30890000,  615,  452
            31010000,  615,  507
            31390000,  534,  561
            31510000,  534,  568
            31890000,  530,  574
            32010000,  530,  553
            32390000,  617,  532
            32510000,  617,  552
            32890000,  544,  573
            33010000,  544,  577
            33390000,  486,  580
            33510000,  486,  547
            33890000,  606,  515
            34010000,  606,  530
            34390000,  621,  546
            34510000,  621,  579
            34890000,  519,  613
            35010000,  519,  591
            35390000,  574,  570
            35510000,  574,  558
            35890000,  631,  546
            36010000,  631,  574
            36390000,  538,  602
            36510000,  538,  593
            36890000,  565,  584
            37010000,  565,  568
            37390000,  697,  551
            37510000,  697,  591
            37890000,  647,  631
            38010000,  647,  651
            38390000,  573,  672
            38510000,  573,  641
            38890000,  650,  610
            39010000,  650,  610
            39390000,  627,  611
            39510000,  627,  625
            39890000,  517,  638
            40010000,  517,  605
            40390000,  590,  572
            40510000,  590,  562
            40890000,  666,  553
            41010000,  666,  590
            41390000,  565,  628
            41510000,  565,  621
            41890000,  554,  615
            42010000,  554,  587
            42390000,  643,  559
            42510000,  643,  579
            42890000,  577,  598
            43010000,  577,  604
            43390000,  526,  610
            43510000,  526,  580
            43890000,  649,  551
            44010000,  649,  569
            44390000,  655,  587
            44510000,  655,  619
            44890000,  534,  652
            45010000,  534,  623
            45390000,  557,  594
            45510000,  557,  570
            45890000,  577,  545
            46010000,  577,  556
            46390000,  445,  567
            46510000,  445,  539
            46890000,  439,  511
            47010000,  439,  476
            47390000,  551,  442
            47510000,  551,  468
            47890000,  499,  495
            48010000,  499,  510
            48390000,  446,  525
            48510000,  446,  498
            48890000,  566,  472
            49010000,  566,  489
            49390000,  605,  506
            49510000,  605,  545
            49890000,  570,  585
            50010000,  570,  586
            50390000,  723,  587
            50510000,  723,  617
            50890000,  876,  646
            51010000,  876,  723
            51390000,  841,  799
            51510000,  841,  829
            51890000,  880,  858
            52010000,  880,  859
            52390000, 1000,  860
            52510000, 1000,  900
            52890000,  946,  940
            53010000,  946,  956
            53390000,  895,  973
            53510000,  895,  946
            53890000, 1006,  920
            54010000, 1006,  935
            54390000,  999,  950
            54510000,  999,  976
            54890000,  867, 1002
            55010000,  867,  967
            55390000,  886,  933
            55510000,  886,  904
            55890000,  909,  876
            56010000,  909,  887
            56390000,  786,  897
            56510000,  786,  872
            56890000,  792,  847
            57010000,  792,  818
            57390000,  914,  789
            57510000,  914,  821
            57890000,  862,  853
            58010000,  862,  870
            58390000,  795,  888
            58510000,  795,  858
            58890000,  883,  828
            59010000,  883,  833
            59390000,  870,  839
            59510000,  870,  857
            59890000,  768,  876
            60010000,  768,  847
            60390000,  843,  819
            60510000,  843,  812
            60890000,  915,  805
            61010000,  915,  842
            61390000,  803,  879
            61510000,  803,  869
            61890000,  779,  859
            62010000,  779,  825
            62390000,  854,  791
            62510000,  854,  803
            62890000,  779,  816
            63010000,  779,  816
            63390000,  727,  816
            63510000,  727,  784
            63890000,  857,  753
            64010000,  857,  772
            64390000,  882,  792
            64510000,  882,  830
            64890000,  787,  869
            65010000,  787,  852
            65390000,  843,  834
            65510000,  843,  824
            65890000,  895,  815
            66010000,  895,  842
            66390000,  791,  869
            66510000,  791,  856
            66890000,  804,  843
            67010000,  804,  820
            67390000,  922,  797
            67510000,  922,  830
            67890000,  862,  863
            68010000,  862,  877
            68390000,  786,  892
            68510000,  786,  858
            68890000,  871,  824
            69010000,  871,  826
            69390000,  865,  828
            69510000,  865,  848
            69890000,  781,  868
            70010000,  781,  845
            70390000,  886,  823
            70510000,  886,  828
            70890000,  994,  833
            71010000,  994,  886
            71390000,  920,  940
            71510000,  920,  948
            71890000,  928,  957
            72010000,  928,  940
            72390000, 1022,  924
            72510000, 1022,  949
            72890000,  946,  975
            73010000,  946,  979
            73390000,  872,  984
            73510000,  872,  946
            73890000,  958,  909
            74010000,  958,  912
            74390000,  920,  915
            74510000,  920,  927
            74890000,  749,  939
            75010000,  749,  886
            75390000,  723,  834
            75510000,  723,  785
            75890000,  698,  736
            76010000,  698,  723
            76390000,  526,  710
            76510000,  526,  661
            76890000,  488,  612
            77010000,  488,  559
            77390000,  574,  507
            77510000,  574,  519
            77890000,  499,  531
            78010000,  499,  533
            78390000,  423,  536
            78510000,  423,  498
            78890000,  517,  461
            79010000,  517,  465
            79390000,  524,  470
            79510000,  524,  495
            79890000,  450,  520
            80010000,  450,  503
            80390000,  557,  487
            80510000,  557,  495
            80890000,  661,  503
            81010000,  661,  556
            81390000,  576,  609
            81510000,  576,  613
            81890000,  570,  618
            82010000,  570,  595
            82390000,  654,  573
            82510000,  654,  592
            82890000,  577,  612
            83010000,  577,  613
            83390000,  516,  615
            83510000,  516,  581
            83890000,  633,  546
            84010000,  633,  560
            84390000,  644,  574
            84510000,  644,  606
            84890000,  539,  638
            85010000,  539,  615
            85390000,  590,  591
            85510000,  590,  578
            85890000,  644,  564
            86010000,  644,  590
            86390000,  548,  617
            86510000,  548,  606
            86890000,  572,  596
            87010000,  572,  578
            87390000,  700,  560
            87510000,  700,  598
            87890000,  647,  636
            88010000,  647,  654
            88390000,  570,  673
            88510000,  570,  641
            88890000,  644,  608
            89010000,  644,  607
            89390000,  617,  607
            89510000,  617,  618
            89890000,  504,  630
            90010000,  504,  595
            90390000,  574,  560
            90510000,  574,  549
            90890000,  647,  539
            91010000,  647,  574
            91390000,  542,  610
            91510000,  542,  602
            91890000,  528,  594
            92010000,  528,  564
            92390000,  613,  535
            92510000,  613,  552
            92890000,  544,  570
            93010000,  544,  574
            93390000,  490,  578
            93510000,  490,  547
            93890000,  609,  517
            94010000,  609,  533
            94390000,  613,  549
            94510000,  613,  580
            94890000,  488,  611
            95010000,  488,  580
            95390000,  508,  550
            95510000,  508,  524
            95890000,  525,  498
            96010000,  525,  507
            96390000,  390,  516
            96510000,  390,  487
            96890000,  380,  457
            97010000,  380,  421
            97390000,  489,  385
            97510000,  489,  409
            97890000,  434,  434
            98010000,  434,  448
            98390000,  378,  461
            98510000,  378,  433
            98890000,  495,  406
            99010000,  495,  421
            99390000,  530,  436
            99510000,  530,  474
            99890000,  492,  512
           100010000,  492,  511
           100390000,  642,  511
           100510000,  642,  539
           100890000,  792,  567
           101010000,  792,  642
           101390000,  754,  717
           101510000,  754,  745
           101890000,  789,  773
           102010000,  789,  772
           102390000,  906,  771
           102510000,  906,  809
           102890000,  850,  847
           103010000,  850,  862
           103390000,  795,  878
           103510000,  795,  850
           103890000,  904,  822
           104010000,  904,  836
           104390000,  893,  849
           104510000,  893,  874
           104890000,  758,  898
           105010000,  758,  862
           105390000,  774,  825
           105510000,  774,  795
           105890000,  794,  766
           106010000,  794,  775
           106390000,  669,  784
           106510000,  669,  757
           106890000,  672,  731
           107010000,  672,  701
           107390000,  790,  670
           107510000,  790,  700
           107890000,  736,  731
           108010000,  736,  747
           108390000,  666,  763
           108510000,  666,  732
           108890000,  751,  701
           109010000,  751,  704
           109390000,  735,  708
           109510000,  735,  725
           109890000,  630,  743
           110010000,  630,  712
           110390000,  702,  682
           110510000,  702,  674
           110890000,  771,  666
           111010000,  771,  701
           111390000,  657,  736
           111510000,  657,  725
           111890000,  630,  714
           112010000,  630,  678
           112390000,  703,  643
           112510000,  703,  655
           112890000,  625,  666
           113010000,  625,  665
           113390000,  570,  664
           113510000,  570,  630
           113890000,  698,  597
           114010000,  698,  615
           114390000,  720,  634
           114510000,  720,  671
           114890000,  623,  709
           115010000,  623,  690
           115390000,  676,  671
           115510000,  676,  660
           115890000,  726,  649
           116010000,  726,  675
           116390000,  619,  701
           116510000,  619,  686
           116890000,  629,  672
           117010000,  629,  648
           117390000,  745,  624
           117510000,  745,  655
           117890000,  683,  687
           118010000,  683,  700
           118390000,  604,  714
           118510000,  604,  678
           118890000,  687,  643
           119010000,  687,  644
           119390000,  679,  645
           119510000,  679,  664
           119890000,  592,  683
           120010000,  592,  659
           120390000,  694,  635
           120510000,  694,  639
           120890000,  800,  643
           121010000,  800,  695
           121390000,  725,  747
           121510000,  725,  754
           121890000,  730,  762
           122010000,  730,  745
           122390000,  822,  727
           122510000,  822,  751
           122890000,  744,  776
           123010000,  744,  779
           123390000,  668,  783
           123510000,  668,  744
           123890000,  752,  706
           124010000,  752,  708
           124390000,  712,  710
           124510000,  712,  721
           124890000,  539,  732
           125010000,  539,  678
           125390000,  511,  625
           125510000,  511,  575
           125890000,  483,  525
           126010000,  483,  511
           126390000,  310,  497
           126510000,  310,  446
           126890000,  270,  396
           127010000,  270,  343
           127390000,  354,  290
           127510000,  354,  301
           127890000,  278,  312
           128010000,  278,  314
           128390000,  200,  316
           128510000,  200,  277
           128890000,  292,  239
           129010000,  292,  242
           129390000,  297,  246
           129510000,  297,  270
           129890000,  222,  294
           130010000,  222,  277
           130390000,  328,  259
           130510000,  328,  267
           130890000,  430,  275
           131010000,  430,  327
           131390000,  343,  379
           131510000,  343,  382
           131890000,  335,  386
           132010000,  335,  362
           132390000,  418,  339
           132510000,  418,  357
           132890000,  339,  376
           133010000,  339,  377
           133390000,  277,  378
           133510000,  277,  343
           133890000,  393,  308
           134010000,  393,  321
           134390000,  403,  335
           134510000,  403,  366
           134890000,  296,  398
           135010000,  296,  373
           135390000,  346,  349
           135510000,  346,  335
           135890000,  399,  321
           136010000,  399,  346
           136390000,  302,  372
           136510000,  302,  361
           136890000,  324,  350
           137010000,  324,  331
           137390000,  452,  313
           137510000,  452,  350
           137890000,  397,  388
           138010000,  397,  406
           138390000,  319,  424
           138510000,  319,  391
           138890000,  392,  358
           139010000,  392,  356
           139390000,  365,  355
           139510000,  365,  367
           139890000,  251,  378
           140010000,  251,  343
           140390000,  320,  308
           140510000,  320,  296
           140890000,  392,  285
           141010000,  392,  320
           141390000,  287,  356
           141510000,  287,  347
           141890000,  271,  339
           142010000,  271,  309
           142390000,  356,  279
           142510000,  356,  296
           142890000,  286,  313
           143010000,  286,  317
           143390000,  232,  321
           143510000,  232,  290
           143890000,  350,  259
           144010000,  350,  275
           144390000,  353,  291
           144510000,  353,  321
           144890000,  228,  351
           145010000,  228,  321
           145390000,  248,  290
           145510000,  248,  264
           145890000,  264,  238
           146010000,  264,  247
           146390000,  129,  256
           146510000,  129,  226
           146890000,  118,  196
           147010000,  118,  160
           147390000,  227,  123
           147510000,  227,  148
           147890000,  172,  172
           148010000,  172,  186
           148390000,  116,  199
           148510000,  116,  171
           148890000,  233,  144
           149010000,  233,  159
           149390000,  268,  174
           149510000,  268,  212
           149890000,  230,  250
           150010000,  230,  249
           150390000,  380,  249
           150510000,  380,  277
           150890000,  530,  305
           151010000,  530,  380
           151390000,  492,  455
           151510000,  492,  483
           151890000,  527,  511
           152010000,  527,  510
           152390000,  644,  509
           152510000,  644,  547
           152890000,  588,  585
           153010000,  588,  600
           153390000,  533,  616
           153510000,  533,  588
           153890000,  642,  560
           154010000,  642,  574
           154390000,  632,  587
           154510000,  632,  612
           154890000,  497,  637
           155010000,  497,  600
           155390000,  514,  564
           155510000,  514,  535
           155890000,  534,  505
           156010000,  534,  514
           156390000,  409,  524
           156510000,  409,  497
           156890000,  413,  471
           157010000,  413,  441
           157390000,  532,  411
           157510000,  532,  441
           157890000,  478,  472
           158010000,  478,  488
           158390000,  409,  505
           158510000,  409,  474
           158890000,  494,  443
           159010000,  494,  447
           159390000,  480,  451
           159510000,  480,  469
           159890000,  375,  487
           160010000,  375,  457
           160390000,  448,  427
           160510000,  448,  419
           160890000,  518,  411
           161010000,  518,  447
           161390000,  405,  483
           161510000,  405,  472
           161890000,  378,  461
           162010000,  378,  426
           162390000,  452,  391
           162510000,  452,  403
           162890000,  375,  415
           163010000,  375,  414
           163390000,  322,  413
           163510000,  322,  381
           163890000,  450,  348
           164010000,  450,  367
           164390000,  474,  386
           164510000,  474,  424
           164890000,  378,  462
           165010000,  378,  444
           165390000,  432,  426
           165510000,  432,  415
           165890000,  483,  405
           166010000,  483,  431
           166390000,  378,  457
           166510000,  378,  444
           166890000,  389,  430
           167010000,  389,  407
           167390000,  506,  383
           167510000,  506,  415
           167890000,  445,  447
           168010000,  445,  461
           168390000,  368,  475
           168510000,  368,  441
           168890000,  452,  406
           169010000,  452,  408
           169390000,  446,  410
           169510000,  446,  429
           169890000,  361,  449
           170010000,  361,  426
           170390000,  465,  403
           170510000,  465,  408
           170890000,  572,  413
           171010000,  572,  465
           171390000,  498,  518
           171510000,  498,  526
           171890000,  505,  535
           172010000,  505,  518
           172390000,  599,  501
           172510000,  599,  526
           172890000,  523,  552
           173010000,  523,  556
           173390000,  448,  561
           173510000,  448,  523
           173890000,  534,  485
           174010000,  534,  488
           174390000,  496,  491
           174510000,  496,  503
           174890000,  324,  515
           175010000,  324,  462
           175390000,  299,  410
           175510000,  299,  360
           175890000,  273,  311
           176010000,  273,  298
           176390000,  102,  286
           176510000,  102,  236
           176890000,   64,  187
           177010000,   64,  135
           177390000,  150,   83
           177510000,  150,   95
           177890000,   76,  107
           178010000,   76,  110
           178390000,    0,  113
           178510000,    0,   75
           178890000,   94,   38
           179010000,   94,   42
           179390000,  102,   47
           179510000,  102,   72
           179890000,   28,   98
           180010000,   28,   81
           180390000,  136,   65
           180510000,  136,   73
           180890000,  241,   82
           181010000,  241,  135
           181390000,  157,  188
           181510000,  157,  193
           181890000,  151,  199
           182010000,  151,  176
           182390000,  236,  154
           182510000,  236,  173
           182890000,  160,  193
           183010000,  160,  195
           183390000,  100,  198
           183510000,  100,  164
           183890000,  218,  130
           184010000,  218,  144
           184390000,  231,  159
           184510000,  231,  191
           184890000,  127,  224
